genename,geneCategory,subcategory1,subcategory2,source,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
Srt,Virulence,Adherence,na,Bacteria;phylum,7205.947,8346.103,7025.404,7583.096,7234.182,7706.87,7418.37,7930.445,7949.292,7868.599,7282.212,8001.036,8669.296,8134.523,7998.061,10471.83,7478.061,8846.029,8286.945,8340.477,8665.332,9107.114,7800.662,8819.695,8451.081,9704.163,8679.61,8256.305,9271.289,8735.71,9111.756,9371.656,8446.419,7483.874,7067.251,7558.884,8352.242,7854.629,7815.952,8750.571,9057.204,9125.487,9583.098,8800.423,9641.898,8332.589,7939.781,8965.316
SycN,Virulence,Secretion Systems,Type II secretion system,Bacteria;phylum,2082.661,2040.899,1867.967,2060.542,1249.215,3976.04,1935.754,2331.33,2613.614,1620.895,1863.463,1499.694,1325.272,2420.42,2669.558,3241.298,1375.975,1628.4,3641.052,1920.675,1749.724,4243.331,1915.993,1964.448,2331.153,2025.788,3584.122,1823.842,2283.584,4912.628,2178.539,3545.739,1518.325,2069.079,2225.702,2085.634,1819.757,2296.856,1808.036,2431.352,2384.088,1805.081,3520.896,2200.916,1647.886,3456.962,3630.262,2618.29
Type_III_secretion,Virulence,Secretion Systems,Type II secretion system,Bacteria;phylum,693.9419,1002.241,853.6578,793.3203,797.4648,1054.075,858.0254,719.5023,1111.531,1019.909,926.5072,1065.952,1076.953,945.0481,852.8794,760.4002,1163.043,1199.453,831.6777,822.9524,1093.748,1009.854,1084.209,1148.858,1028.874,937.2336,1131.893,1028.009,1353.916,1447.564,913.5481,1161.987,1000.18,787.6097,823.6033,780.6238,950.9333,738.8993,724.0073,1076.887,1173.471,1233.32,1040.503,1155.405,1369.617,881.724,974.4687,1542.182
Vip,Virulence,Other,na,Bacteria;phylum,728.0943,0,701.0691,845.9717,0,1144.347,745.369,881.5914,0,0,0,1424.034,558.1164,1278.691,732.84,845.1198,0,562.4497,670.5261,837.3175,568.5205,942.4818,0,0,1002.089,611.6145,752.0374,702.1321,686.5495,1588.446,682.1522,843.9889,894.5763,977.2465,1113.316,1034.022,602.9777,1409.613,862.1224,648.7795,657.9445,0,0,0,0,1295.662,1019.761,0
Endolysin_transglycosylase,Virus,Bacteriaphage,Lysis,Viruses;,2325.534,2475.065,2802.241,2423.414,2796.261,2800.053,2443.743,2768.63,2467.851,2748.563,1959.472,2984.041,2449.316,2575.525,2673.916,2323.503,1988.766,2446.839,2575.386,2405.026,2417.769,2870.959,2654.618,1963.071,2592.854,2563.305,2775.908,2622.665,2589.44,2635.607,2744.04,2418.222,2393.297,2632.703,2445.592,2636.43,2529.037,2766.691,2531.994,2165.512,2594.598,2085.595,2261.887,2324.666,2221.439,3023.032,2549.018,2819.854
Holin_type1,Virus,Bacteriaphage,Lysis,Viruses;,1084.28,1150.142,1061.657,890.8575,906.9558,1009.479,1203.183,1053.831,0,890.3516,969.6557,883.8887,739.7504,1231.758,1330.269,836.6252,772.2383,765.6813,872.1298,941.6411,656.7765,1040.804,770.4788,677.9812,883.846,905.6421,952.1729,721.8662,697.2646,1240.045,878.6919,1191.929,890.6558,1019.532,1186.163,827.8737,903.7602,1098.85,896.6278,1167.279,933.3956,914.3688,738.1185,831.7218,0,1152.08,709.3723,999.5132
Host_recognition_T4_type,Virus,Bacteriaphage,Host Recognition,Viruses;,21736,21588.67,21577.69,22778,21547.4,22642.59,22592.53,18528.44,20906.03,21402.56,27818.25,19430.48,21438.77,20849.72,20527.79,15844.3,20942.48,19710.95,26954.8,18564.24,19341.08,19894.09,21078.47,20919.79,0,18708.85,24134.04,21050.01,18031.42,15734.78,20647.71,17130.27,14705.19,20733.95,21818.12,20019.9,18005.66,19562.17,27109.77,18926.65,19087.87,19845.96,19466.2,18653.8,18963.39,17741.43,16494.37,17320.73
Movement_Furovirus,Virus,Soil Borne Virus,Movement Protein,Viruses;family,8328.415,9173.413,9007.367,8921.872,8612.22,8733.199,9208.922,7824.938,8925.776,8980.886,9384.577,10312.57,9985.821,8428.263,8948.554,7955.47,8468.609,8471.034,9724.838,8285.493,8726.132,10044.77,8395.689,8998.485,8730.942,8808.287,10201.6,9847.051,8461.95,9061.043,10180.92,8126.09,7715.687,7527.861,8525.214,8456.857,8904.449,8180.371,8714.826,8684.88,8938.554,7275.684,9618.8,9827.693,9563.335,8299.428,7911.039,8032.639
NCLDV_dna_polymerase,Virus,Algal Virus,Replication,Viruses;family,1346.768,1232.478,1368.214,1364.184,1036.896,1153.816,1240.071,1806.378,0,1074.162,963.1077,1052.873,911.086,1083.621,1042.938,1133.363,841.1873,1259.26,1162,1277.423,1058.369,1030.385,1141.913,780.0373,0,1284.595,1488.204,1129.812,1096.634,1088.471,1161.518,1068.476,1061.35,1315.348,1522.278,1306.46,842.2563,1641.944,1912.115,1004.725,1037.148,1086.758,987.173,1131.702,1238.045,1165.898,1175.683,1336.494
RdRp_Alphaflexiviridae,Virus,Eukaryotic Viruses,Replication,Viruses;order,912.5468,986.1066,824.7021,891.0825,946.2074,880.4657,869.7424,1098.944,1277.236,779.7473,979.6128,794.0898,1220.311,1237.773,887.0419,730.6169,950.5563,1494.99,1064.042,1028.649,1095.212,898.5738,952.4809,1126.512,1194.484,1403.649,1074.6,1084.612,1314.879,1333.881,1472.563,1014.037,1059.533,1004.155,651.0949,922.0322,999.538,838.3698,921.7111,1053.147,1214.624,1079.541,1082.197,989.4125,1276.5,1110.192,989.618,1052.998
RdRp_Caliciviridae,Virus,Eukaryotic Viruses,Replication,Viruses;family,10267.518,8658.839,10601.97,9235.785,8679.693,9493.642,9709.527,7340.201,6415.942,9242.781,8650.394,8690.505,9486.338,8614.284,9949.389,7544.749,7915.583,7897.46,8388.231,8824.566,8661.955,8255.348,8533.504,9201.636,10626.863,7595.611,9581.367,12949.49,6787.216,7617.522,9870.912,9282.555,6776.665,8595.351,8254.169,8435.779,10620.414,9225.267,10447.262,9823.583,7666.935,7815.418,10467.496,8061.326,7308.237,9622.311,9290.347,8640.216
RdRp_Picornavirales,Virus,Algal Virus,Replication,Viruses;order,11554.6,11154.71,12179.27,13190.9,11277.38,13276.35,12079.65,9139.472,9297.196,9518.644,12312.57,10099.92,7707.979,12236.15,9499.95,5395.661,9671.993,6732.537,6663.07,7294.73,5980.83,5805.819,9115.894,6774.083,8722.274,6196.047,9713.077,7088.268,5968.321,3940.247,7403.375,5942.786,5452.575,12083.71,10950.58,11537.48,5124.643,10109.73,12849.65,6646.85,7965.513,9062.794,6087.02,8376.106,5476.475,9607.86,9207.726,8055.594
Rep_geminiviridae,Virus,Eukaryotic Viruses,Replication,Viruses;family,6297.188,6494.891,6481.638,6990.492,6859.965,6904.515,6426.976,5688.825,6486.871,6479.585,7163.96,7405.804,7325.318,7043.819,6723.62,5322.935,6339.522,5975.829,6411.169,5910.638,6801.7,6802.87,6902.647,6468.162,5841.258,5637.5,6195.922,6891.072,5503.825,6398.726,5926.283,5726.636,6576.979,6778.592,6201.832,6673.341,6508.267,6597.239,7829.612,6212.563,6657.958,5866.799,6411.916,6022.901,6539.273,6439.981,6089.782,5898.863
VP1capsid_Caliciviridae,Virus,Eukaryotic Viruses,Structure,Viruses;family,1359.194,1142.301,1344.462,1282.464,1395.841,1209.381,1128.951,1511.895,1042.293,1265.497,1390.968,1254.096,1286.023,1205.699,1465.839,1406.023,1343.449,1364.519,1490.364,1427.621,1540.982,1462.003,1437.251,1512.87,1399.346,1849.582,1426.473,1186.398,1861.605,1423.384,1433.863,1605.634,1811.122,1338.017,1332.416,1326.075,1445.742,1300.545,1261.971,1661.724,1784.169,1643.619,1698.065,1460.958,1933.561,1753.947,1737.33,1940.098
